Season,Round,HomeTeam,AwayTeam,Date,Hour,HomeTeamPlayers,AwayTeamPlayers,GoalsHome,GoalsAway,CornersHome,CornersAway,ShotsTargetHome,ShotsTargetAway,ShotsWideHome,ShotsWideAway,FoulsHome,FoulsAway,OffsidesHome,OffsidesAway,HomeTeamPossession,AwayTeamPossession
2015/2016,6,Hoffenheim,Borussia Dortmund,23/09/2015,20:00,O. Baumann/E. Bičakčić/P. Kadeřábek/J. Toljan/N. Süle/E. Polanski/P. Schwegler/S. Rudy/J. Schmid/E. Vargas/K. Volland,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/G. Castro/J. Hofmann/J. Weigl/P. Aubameyang/M. Reus,1,1,5,4,5,3,3,6,14,13,2,3,38,62
2015/2016,7,Köln,Ingolstadt,25/09/2015,20:30,T. Horn/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/Y. Gerhardt/A. Modeste/S. Zoller/Y. Ōsako,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/A. Morales/P. Groß/M. Leckie/L. Hinterseer/S. Lex,1,1,8,4,4,5,5,6,14,15,2,1,59,41
2015/2016,7,Wolfsburg,Hannover 96,26/09/2015,15:30,D. Benaglio/Naldo/Dante/R. Rodríguez/C. Träsch/D. Caligiuri/J. Guilavogui/A. Schürrle/J. Draxler/M. Kruse/B. Dost,R. Zieler/C. Schulz/Marcelo/M. Albornoz/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/M. Schmiedebach/A. Sobiech/K. Karaman,1,1,9,0,10,3,7,1,11,8,1,3,64,36
2015/2016,7,Stuttgart,Borussia Mönchengladbach,26/09/2015,15:30,P. Tytoń/F. Klein/E. Insúa/T. Šunjić/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/D. Ginczek/T. Werner,Y. Sommer/O. Wendt/H. Nordtveit/J. Korb/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/P. Herrmann,1,3,12,3,7,4,9,3,13,16,3,2,54,46
2015/2016,7,Augsburg,Hoffenheim,26/09/2015,15:30,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/K. Stafylidis/Halil Altıntop/D. Baier/A. Esswein/Koo Ja-Cheol/D. Kohr/R. Bobadilla,O. Baumann/E. Bičakčić/P. Kadeřábek/J. Toljan/N. Süle/E. Polanski/P. Schwegler/S. Rudy/J. Schmid/E. Vargas/K. Volland,1,3,7,3,12,2,8,5,8,10,3,1,61,39
2015/2016,7,Werder Bremen,Bayer Leverkusen,26/09/2015,15:30,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/J. Vestergaard/C. Fritz/Z. Junuzović/F. Kroos/L. Öztunali/C. Pizarro/A. Ujah,B. Leno/S. Boenisch/L. Bender/K. Papadopoulos/G. Donati/J. Tah/A. Mehmedi/C. Kramer/J. Brandt/S. Kießling/K. Bellarabi,0,3,2,6,0,4,4,4,13,15,4,7,40,60
2015/2016,7,Mainz 05,Bayern Munich,26/09/2015,15:30,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/D. Latza/C. Clemens/Y. Mallı/P. De Blasis/Y. Muto,M. Neuer/P. Lahm/Rafinha/D. Alaba/Xabi Alonso/Javi Martínez/Douglas Costa/Thiago Alcântara/T. Müller/R. Lewandowski/K. Coman,0,3,3,4,0,8,2,5,16,11,2,4,33,67
2015/2016,7,Hamburger SV,Schalke 04,26/09/2015,18:30,J. Drobný/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/A. Hunt/A. Ekdal/M. Díaz/L. Holtby/M. Gregoritsch/P. Lasogga,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/R. Neustädter/M. Höger/J. Geis/L. Goretzka/M. Meyer/E. Choupo-Moting/F. Di Santo,0,1,4,4,15,6,5,5,14,13,0,1,48,52
2015/2016,7,Eintracht Frankfurt,Hertha BSC,27/09/2015,15:30,L. Hrádecký/M. Russ/M. Hasebe/D. Abraham/B. Oczipka/A. Ignjovski/S. Reinartz/V. Kadlec/M. Stendera/A. Meier/S. Aigner,R. Jarstein/F. Lustenberger/M. Plattenhardt/M. Weiser/N. Stark/S. Kalou/P. Skjelbred/G. Haraguchi/V. Darida/T. Ciğerci/V. Ibišević,1,1,7,3,1,8,6,3,11,14,1,3,48,52
2015/2016,7,Borussia Dortmund,Darmstadt 98,27/09/2015,17:30,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,2,2,9,0,2,1,6,1,16,14,4,1,68,32
2015/2016,8,Darmstadt 98,Mainz 05,02/10/2015,20:30,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,L. Karius/G. Jara/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/D. Latza/Y. Mallı/P. De Blasis/Jairo Samperio/Y. Muto,2,3,2,6,3,3,7,1,12,18,0,6,41,59
2015/2016,8,Borussia Mönchengladbach,Wolfsburg,03/10/2015,15:30,T. Sippel/O. Wendt/Álvaro Domínguez/J. Korb/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/I. Traoré,D. Benaglio/Naldo/S. Jung/T. Klose/R. Rodríguez/M. Schäfer/D. Caligiuri/J. Guilavogui/A. Schürrle/M. Arnold/M. Kruse,2,0,3,1,5,6,2,3,15,14,3,2,50,50
2015/2016,8,Hannover 96,Werder Bremen,03/10/2015,15:30,R. Zieler/C. Schulz/Marcelo/M. Albornoz/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/M. Schmiedebach/A. Sobiech/K. Karaman,F. Wiedwald/T. Gebre Selassie/S. García/J. Vestergaard/Alejandro Gálvez/U. Garcia/C. Fritz/Z. Junuzović/F. Bartels/F. Grillitsch/A. Ujah,1,0,7,6,4,5,3,8,16,11,4,2,38,62
2015/2016,8,Hertha BSC,Hamburger SV,03/10/2015,15:30,R. Jarstein/F. Lustenberger/M. Plattenhardt/M. Weiser/N. Stark/S. Kalou/P. Skjelbred/G. Haraguchi/V. Darida/T. Ciğerci/V. Ibišević,J. Drobný/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/A. Hunt/A. Ekdal/M. Díaz/N. Müller/L. Holtby/P. Lasogga,3,0,4,5,3,3,3,1,13,15,4,0,48,52
2015/2016,8,Hoffenheim,Stuttgart,03/10/2015,15:30,O. Baumann/E. Bičakčić/P. Kadeřábek/J. Toljan/N. Süle/E. Polanski/P. Schwegler/S. Rudy/J. Schmid/E. Vargas/K. Volland,P. Tytoń/F. Klein/E. Insúa/T. Šunjić/T. Baumgartl/G. Serey Dié/D. Didavi/L. Rupp/A. Maxim/M. Harnik/T. Werner,2,2,6,5,6,9,2,9,13,17,1,2,48,52
2015/2016,8,Ingolstadt,Eintracht Frankfurt,03/10/2015,15:30,R. Özcan/T. Levels/M. Matip/M. Suttner/B. Hübner/Roger Bernardo/P. Groß/M. Leckie/M. Christiansen/M. Hartmann/L. Hinterseer,L. Hrádecký/M. Russ/M. Hasebe/C. Zambrano/B. Oczipka/A. Ignjovski/S. Reinartz/M. Stendera/A. Meier/S. Aigner/L. Castaignos,2,0,4,3,2,2,3,6,10,10,0,2,40,60
2015/2016,8,Schalke 04,Köln,04/10/2015,15:30,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/R. Neustädter/J. Geis/L. Goretzka/M. Meyer/K. Huntelaar/F. Di Santo/L. Sané,T. Horn/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/Y. Gerhardt/A. Modeste/Y. Ōsako,0,3,3,2,7,2,4,5,16,12,0,2,62,38
2015/2016,8,Bayern Munich,Borussia Dortmund,04/10/2015,17:30,M. Neuer/P. Lahm/J. Boateng/D. Alaba/Xabi Alonso/Javi Martínez/Douglas Costa/Thiago Alcântara/M. Götze/T. Müller/R. Lewandowski,R. Bürki/M. Hummels/Ł. Piszczek/S. Bender/S. Papastathopoulos/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/G. Castro/J. Weigl/P. Aubameyang,5,1,5,4,2,3,4,4,13,6,1,2,62,38
2015/2016,8,Bayer Leverkusen,Augsburg,04/10/2015,17:30,B. Leno/L. Bender/K. Papadopoulos/G. Donati/Wendell/J. Tah/K. Kampl/C. Kramer/H. Çalhanoğlu/J. Hernández/K. Bellarabi,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Stafylidis/Halil Altıntop/D. Baier/A. Esswein/Koo Ja-Cheol/D. Kohr/R. Bobadilla,1,1,9,1,9,0,5,2,12,20,2,1,61,39
2015/2016,9,Mainz 05,Borussia Dortmund,16/10/2015,20:30,L. Karius/P. Bengtsson/N. Bungert/D. Brosinski/S. Bell/J. Baumgartlinger/D. Latza/Y. Mallı/P. De Blasis/Jairo Samperio/Y. Muto,R. Bürki/M. Hummels/S. Papastathopoulos/M. Ginter/S. Kagawa/Park Joo-Ho/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,0,2,8,4,5,4,3,7,11,16,3,3,55,45
2015/2016,9,Schalke 04,Hertha BSC,17/10/2015,15:30,R. Fährmann/B. Höwedes/D. Aogo/S. Riether/J. Matip/J. Geis/L. Goretzka/M. Meyer/E. Choupo-Moting/F. Di Santo/L. Sané,R. Jarstein/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/S. Kalou/P. Skjelbred/G. Haraguchi/V. Darida/T. Ciğerci/V. Ibišević,2,1,7,6,8,3,6,2,18,14,0,0,55,45
2015/2016,9,Wolfsburg,Hoffenheim,17/10/2015,15:30,D. Benaglio/Naldo/Dante/R. Rodríguez/Luiz Gustavo/C. Träsch/D. Caligiuri/J. Guilavogui/J. Draxler/M. Kruse/B. Dost,O. Baumann/E. Bičakčić/P. Kadeřábek/J. Toljan/N. Süle/E. Polanski/S. Rudy/T. Strobl/J. Schmid/E. Vargas/K. Volland,4,2,5,4,6,0,6,3,13,11,3,2,47,53
2015/2016,9,Hamburger SV,Bayer Leverkusen,17/10/2015,15:30,R. Adler/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/I. Iličević/A. Hunt/A. Ekdal/N. Müller/L. Holtby/P. Lasogga,B. Leno/S. Boenisch/K. Papadopoulos/Ö. Toprak/G. Donati/J. Tah/C. Kramer/J. Brandt/S. Kießling/J. Hernández/K. Bellarabi,0,0,3,5,2,3,2,3,20,20,3,0,47,53
2015/2016,9,Augsburg,Darmstadt 98,17/10/2015,15:30,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/P. Max/Halil Altıntop/T. Werner/D. Baier/Caiuby/A. Esswein/D. Kohr,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,0,2,2,4,4,1,7,3,13,15,2,0,65,35
2015/2016,9,Werder Bremen,Bayern Munich,17/10/2015,15:30,F. Wiedwald/A. Lukimya/T. Gebre Selassie/S. García/Alejandro Gálvez/C. Fritz/Z. Junuzović/F. Bartels/P. Bargfrede/A. Ujah/M. Lorenzen,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Juan Bernat/Xabi Alonso/A. Vidal/Thiago Alcântara/T. Müller/R. Lewandowski,0,1,2,3,2,3,3,5,15,12,1,5,28,72
2015/2016,9,Eintracht Frankfurt,Borussia Mönchengladbach,17/10/2015,18:30,L. Hrádecký/M. Russ/D. Abraham/B. Oczipka/A. Ignjovski/J. Flum/S. Reinartz/M. Stendera/A. Meier/H. Seferović/L. Castaignos,Y. Sommer/O. Wendt/Álvaro Domínguez/J. Korb/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/I. Traoré,1,5,1,1,1,1,5,6,15,12,6,6,52,48
2015/2016,9,Köln,Hannover 96,18/10/2015,15:30,T. Horn/P. Olkowski/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/Y. Gerhardt/A. Modeste/Y. Ōsako,R. Zieler/C. Schulz/Marcelo/M. Albornoz/O. Sorg/S. Sané/L. Andreasen/H. Kiyotake/M. Schmiedebach/A. Sobiech/K. Karaman,0,1,12,3,7,2,4,2,13,15,1,1,65,35
2015/2016,9,Stuttgart,Ingolstadt,18/10/2015,17:30,P. Tytoń/F. Klein/E. Insúa/T. Šunjić/T. Baumgartl/G. Serey Dié/D. Didavi/L. Rupp/A. Maxim/M. Harnik/T. Werner,R. Özcan/T. Levels/M. Matip/M. Suttner/R. Brégerie/B. Hübner/A. Morales/P. Groß/M. Leckie/L. Hinterseer/S. Lex,1,0,6,5,3,5,9,4,16,9,5,4,49,51
2015/2016,10,Hoffenheim,Hamburger SV,23/10/2015,20:30,O. Baumann/E. Bičakčić/J. Toljan/N. Süle/E. Polanski/P. Schwegler/T. Strobl/J. Schmid/E. Vargas/Ádám Szalai/K. Volland,R. Adler/J. Djourou/D. Diekmeier/M. Ostrzolek/Cleber Reis/I. Iličević/A. Ekdal/N. Müller/L. Holtby/M. Gregoritsch/P. Lasogga,0,1,1,5,3,4,6,11,23,21,1,1,47,53
2015/2016,10,Bayern Munich,Köln,24/10/2015,15:30,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/A. Robben/A. Vidal/Douglas Costa/T. Müller/R. Lewandowski/K. Coman,T. Horn/D. Maroh/K. Vogt/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/Y. Gerhardt/A. Modeste/S. Zoller,4,0,10,0,9,2,3,0,8,3,1,2,72,28
2015/2016,10,Bayer Leverkusen,Stuttgart,24/10/2015,15:30,B. Leno/S. Boenisch/Ö. Toprak/Wendell/J. Tah/A. Mehmedi/K. Kampl/H. Çalhanoğlu/J. Brandt/S. Kießling/J. Hernández,P. Tytoń/F. Klein/E. Insúa/D. Schwaab/T. Šunjić/T. Baumgartl/D. Didavi/L. Rupp/C. Gruezo/M. Harnik/T. Werner,4,3,5,3,3,3,7,4,16,10,6,4,57,43
2015/2016,10,Hannover 96,Eintracht Frankfurt,24/10/2015,15:30,R. Zieler/C. Schulz/Marcelo/M. Albornoz/H. Sakai/S. Sané/L. Andreasen/H. Kiyotake/M. Schmiedebach/F. Klaus/A. Sobiech,L. Hrádecký/M. Russ/M. Hasebe/C. Djakpa/C. Zambrano/B. Oczipka/S. Reinartz/M. Stendera/A. Meier/S. Aigner/H. Seferović,1,2,3,2,3,2,3,0,12,14,3,3,44,56
2015/2016,10,Mainz 05,Werder Bremen,24/10/2015,15:30,L. Karius/G. Jara/N. Bungert/L. Balogun/S. Bell/J. Baumgartlinger/D. Latza/C. Moritz/Y. Mallı/Jairo Samperio/Y. Muto,F. Wiedwald/T. Gebre Selassie/S. García/J. Vestergaard/Alejandro Gálvez/C. Fritz/Z. Junuzović/F. Bartels/P. Bargfrede/F. Grillitsch/A. Ujah,1,3,4,4,5,5,3,5,19,16,2,0,55,45
2015/2016,10,Darmstadt 98,Wolfsburg,24/10/2015,15:30,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/P. Niemeyer/M. Heller/M. Sailer/J. Gondorf/S. Wagner,D. Benaglio/Naldo/Dante/R. Rodríguez/Luiz Gustavo/Vieirinha/C. Träsch/J. Guilavogui/J. Draxler/M. Kruse/B. Dost,0,1,5,3,5,5,5,10,14,15,2,2,35,65
2015/2016,10,Ingolstadt,Hertha BSC,24/10/2015,18:30,R. Özcan/T. Levels/M. Matip/M. Suttner/R. Brégerie/B. Hübner/A. Morales/P. Groß/M. Leckie/M. Christiansen/L. Hinterseer,R. Jarstein/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/A. Baumjohann/S. Kalou/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida,0,1,8,2,3,1,11,4,12,11,1,0,55,45
2015/2016,10,Borussia Dortmund,Augsburg,25/10/2015,15:30,R. Bürki/M. Hummels/S. Bender/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/İ. Gündoğan/G. Castro/P. Aubameyang/M. Reus,M. Hitz/J. Callsen-Bracker/R. Klavan/P. Max/M. Feulner/P. Trochowski/D. Baier/A. Esswein/Koo Ja-Cheol/D. Kohr/R. Bobadilla,5,1,6,4,6,2,4,1,8,13,3,1,57,43
2015/2016,10,Borussia Mönchengladbach,Schalke 04,25/10/2015,17:30,Y. Sommer/O. Wendt/T. Jantschke/J. Korb/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/I. Traoré,R. Fährmann/B. Höwedes/D. Aogo/S. Riether/Júnior Caiçara/J. Matip/J. Geis/P. Højbjerg/M. Meyer/F. Di Santo/L. Sané,3,1,3,6,9,9,0,1,16,16,0,0,58,42
2015/2016,11,Eintracht Frankfurt,Bayern Munich,30/10/2015,20:30,L. Hrádecký/M. Hasebe/D. Abraham/C. Zambrano/B. Oczipka/A. Ignjovski/S. Medojević/M. Stendera/A. Meier/S. Aigner/H. Seferović,M. Neuer/P. Lahm/Rafinha/J. Boateng/A. Robben/Xabi Alonso/Javi Martínez/A. Vidal/Douglas Costa/R. Lewandowski/K. Coman,0,0,5,5,1,12,5,10,13,14,1,4,28,72
2015/2016,11,Schalke 04,Ingolstadt,31/10/2015,15:30,R. Fährmann/B. Höwedes/D. Aogo/Júnior Caiçara/J. Matip/S. Kolašinac/L. Goretzka/M. Meyer/K. Huntelaar/F. Di Santo/L. Sané,R. Özcan/T. Levels/M. Matip/M. Suttner/R. Brégerie/B. Hübner/P. Groß/M. Leckie/M. Christiansen/M. Hartmann/E. Kachunga,1,1,3,3,4,1,4,2,17,18,2,1,63,37
2015/2016,11,Augsburg,Mainz 05,31/10/2015,15:30,M. Hitz/P. Verhaegh/R. Klavan/Hong Jeong-Ho/M. Feulner/D. Baier/Caiuby/Koo Ja-Cheol/R. Bobadilla/T. Matavž/Ji Dong-Won,L. Karius/P. Bengtsson/G. Jara/N. Bungert/L. Balogun/S. Bell/D. Latza/Y. Mallı/P. De Blasis/Jairo Samperio/Y. Muto,3,3,11,4,7,4,7,1,11,13,1,0,64,36
2015/2016,11,Werder Bremen,Borussia Dortmund,31/10/2015,15:30,F. Wiedwald/T. Gebre Selassie/J. Vestergaard/Alejandro Gálvez/J. Sternberg/C. Fritz/Z. Junuzović/F. Bartels/P. Bargfrede/F. Grillitsch/A. Ujah,R. Bürki/M. Hummels/S. Papastathopoulos/M. Ginter/S. Kagawa/Park Joo-Ho/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,1,3,1,9,0,2,2,1,17,14,2,7,28,72
2015/2016,11,Köln,Hoffenheim,31/10/2015,15:30,T. Horn/K. Vogt/F. Sørensen/D. Heintz/M. Lehmann/M. Risse/J. Hector/K. Nagasawa/A. Modeste/P. Hosiner/Y. Ōsako,O. Baumann/Kim Jin-Su/P. Kadeřábek/N. Süle/E. Polanski/P. Schwegler/S. Rudy/T. Strobl/J. Schmid/E. Vargas/M. Uth,0,0,5,5,4,4,3,3,11,15,2,2,51,49
2015/2016,11,Hertha BSC,Borussia Mönchengladbach,31/10/2015,15:30,R. Jarstein/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/S. Kalou/P. Skjelbred/V. Stocker/G. Haraguchi/V. Darida/T. Ciğerci,Y. Sommer/O. Wendt/H. Nordtveit/Álvaro Domínguez/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/I. Traoré,1,4,5,4,5,3,5,3,10,12,1,3,41,59
2015/2016,11,Wolfsburg,Bayer Leverkusen,31/10/2015,18:30,D. Benaglio/Naldo/S. Jung/T. Klose/R. Rodríguez/Luiz Gustavo/Vieirinha/D. Caligiuri/A. Schürrle/M. Arnold/N. Bendtner,B. Leno/K. Papadopoulos/G. Donati/Wendell/J. Tah/A. Mehmedi/K. Kampl/C. Kramer/H. Çalhanoğlu/J. Hernández/K. Bellarabi,2,1,5,5,2,5,3,7,16,16,0,5,50,50
2015/2016,11,Stuttgart,Darmstadt 98,01/11/2015,15:30,P. Tytoń/F. Klein/E. Insúa/D. Schwaab/T. Šunjić/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/M. Harnik/T. Werner,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,2,0,7,5,4,5,8,10,21,18,1,6,52,48
2015/2016,11,Hamburger SV,Hannover 96,01/11/2015,17:30,R. Adler/J. Djourou/E. Spahić/D. Diekmeier/M. Ostrzolek/M. Díaz/N. Müller/L. Holtby/S. Schipplock/M. Gregoritsch/P. Lasogga,R. Zieler/C. Schulz/Marcelo/M. Albornoz/H. Sakai/S. Sané/L. Andreasen/H. Kiyotake/M. Schmiedebach/F. Klaus/A. Sobiech,1,2,5,3,1,0,6,0,12,15,1,1,58,42
2015/2016,12,Hannover 96,Hertha BSC,06/11/2015,20:30,R. Zieler/C. Schulz/Marcelo/M. Albornoz/H. Sakai/S. Sané/L. Andreasen/H. Kiyotake/F. Klaus/U. Bech/A. Sobiech,R. Jarstein/F. Lustenberger/S. Langkamp/M. Plattenhardt/M. Weiser/J. Brooks/Y. Regäsel/S. Kalou/P. Skjelbred/G. Haraguchi/V. Darida,1,3,2,2,2,1,4,3,18,8,1,1,45,55
2015/2016,12,Bayern Munich,Stuttgart,07/11/2015,15:30,M. Neuer/Rafinha/J. Boateng/D. Alaba/A. Robben/A. Vidal/Douglas Costa/J. Kimmich/T. Müller/R. Lewandowski/K. Coman,P. Tytoń/F. Klein/E. Insúa/D. Schwaab/T. Šunjić/T. Baumgartl/C. Gentner/G. Serey Dié/D. Didavi/F. Kostić/T. Werner,4,0,7,3,8,2,11,2,8,14,4,6,72,28
2015/2016,12,Bayer Leverkusen,Köln,07/11/2015,15:30,B. Leno/S. Boenisch/K. Papadopoulos/Ö. Toprak/Wendell/J. Tah/A. Mehmedi/K. Kampl/H. Çalhanoğlu/J. Hernández/K. Bellarabi,T. Horn/D. Maroh/K. Vogt/D. Heintz/M. Lehmann/M. Risse/J. Hector/L. Bittencourt/A. Modeste/P. Hosiner/Y. Ōsako,1,2,6,9,3,3,2,3,17,11,1,4,53,47
2015/2016,12,Borussia Mönchengladbach,Ingolstadt,07/11/2015,15:30,Y. Sommer/O. Wendt/H. Nordtveit/Álvaro Domínguez/A. Christensen/F. Johnson/L. Stindl/G. Xhaka/M. Dahoud/Raffael/I. Traoré,R. Özcan/T. Levels/M. Matip/M. Suttner/R. Brégerie/B. Hübner/A. Morales/P. Groß/M. Leckie/M. Hartmann/L. Hinterseer,0,0,4,3,8,7,0,4,16,16,1,2,54,46
2015/2016,12,Hoffenheim,Eintracht Frankfurt,07/11/2015,15:30,O. Baumann/Kim Jin-Su/E. Bičakčić/N. Süle/P. Schwegler/S. Rudy/T. Strobl/J. Schmid/K. Kuranyi/E. Vargas/K. Volland,L. Hrádecký/M. Hasebe/D. Abraham/C. Zambrano/B. Oczipka/A. Ignjovski/S. Reinartz/M. Stendera/A. Meier/S. Aigner/H. Seferović,0,0,1,3,2,9,4,3,10,13,5,4,48,52
2015/2016,12,Mainz 05,Wolfsburg,07/11/2015,15:30,L. Karius/P. Bengtsson/G. Jara/N. Bungert/D. Brosinski/L. Balogun/D. Latza/Y. Mallı/P. De Blasis/Jairo Samperio/Y. Muto,D. Benaglio/Naldo/Dante/R. Rodríguez/Luiz Gustavo/Vieirinha/C. Träsch/D. Caligiuri/M. Arnold/J. Draxler/N. Bendtner,2,0,4,3,4,0,3,8,23,21,4,4,39,61
2015/2016,12,Darmstadt 98,Hamburger SV,07/11/2015,18:30,C. Mathenia/G. Garics/J. Díaz/K. Rausch/A. Sulu/L. Caldirola/J. Rosenthal/P. Niemeyer/M. Heller/J. Gondorf/S. Wagner,R. Adler/J. Djourou/E. Spahić/G. Sakai/M. Ostrzolek/M. Díaz/N. Müller/L. Holtby/S. Schipplock/M. Gregoritsch/P. Lasogga,1,1,3,2,6,3,9,4,13,17,3,1,41,59
2015/2016,12,Borussia Dortmund,Schalke 04,08/11/2015,15:30,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/G. Castro/J. Weigl/P. Aubameyang,R. Fährmann/D. Aogo/Júnior Caiçara/J. Matip/S. Kolašinac/R. Neustädter/L. Goretzka/M. Meyer/K. Huntelaar/F. Di Santo/L. Sané,3,2,5,3,5,1,4,1,10,16,1,3,61,39
2015/2016,12,Augsburg,Werder Bremen,08/11/2015,17:30,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/P. Max/D. Baier/Caiuby/Koo Ja-Cheol/D. Kohr/R. Bobadilla/Ji Dong-Won,F. Wiedwald/T. Gebre Selassie/S. García/J. Vestergaard/Alejandro Gálvez/U. Garcia/Z. Junuzović/F. Bartels/P. Bargfrede/L. Öztunali/A. Ujah,1,2,7,4,5,3,8,6,12,19,3,0,59,41
2015/2016,13,Hamburger SV,Borussia Dortmund,20/11/2015,20:45,R. Adler/J. Djourou/E. Spahić/G. Sakai/M. Ostrzolek/I. Iličević/G. Kačar/N. Müller/L. Holtby/G. Jung/P. Lasogga,R. Bürki/M. Hummels/S. Papastathopoulos/M. Schmelzer/M. Ginter/S. Kagawa/H. Mkhitaryan/İ. Gündoğan/J. Weigl/P. Aubameyang/M. Reus,3,1,2,7,0,5,3,8,15,7,3,3,35,65
2015/2016,13,Borussia Mönchengladbach,Hannover 96,21/11/2015,15:30,Y. Sommer/O. Wendt/H. Nordtveit/T. Jantschke/J. Korb/A. Christensen/F. Johnson/L. Stindl/M. Dahoud/Raffael/I. Traoré,R. Zieler/C. Schulz/Marcelo/M. Albornoz/O. Sorg/S. Sané/M. Schmiedebach/C. Gülselam/U. Bech/A. Sobiech/K. Karaman,2,1,12,4,11,8,2,0,10,11,2,1,61,39
2015/2016,13,Wolfsburg,Werder Bremen,21/11/2015,15:30,D. Benaglio/Naldo/Dante/Luiz Gustavo/M. Schäfer/Vieirinha/C. Träsch/D. Caligiuri/M. Arnold/M. Kruse/B. Dost,F. Wiedwald/S. García/J. Vestergaard/Alejandro Gálvez/L. Zander/C. Fritz/Z. Junuzović/F. Bartels/P. Bargfrede/F. Grillitsch/A. Ujah,6,0,7,3,10,3,4,3,12,8,2,1,59,41
2015/2016,13,Eintracht Frankfurt,Bayer Leverkusen,21/11/2015,15:30,L. Hrádecký/M. Hasebe/D. Abraham/C. Zambrano/B. Oczipka/A. Ignjovski/S. Medojević/M. Stendera/A. Meier/S. Aigner/L. Castaignos,B. Leno/Ö. Toprak/G. Donati/Wendell/J. Tah/A. Mehmedi/K. Kampl/C. Kramer/H. Çalhanoğlu/J. Hernández/K. Bellarabi,1,3,3,8,0,8,4,5,14,19,3,3,46,54
